paperId,title,abstract,venue,year,citationCount,openAccessPdf,fieldsOfStudy,publicationTypes,authors
b9c7506fb495dc9d40da65fd696cc7d33c63e12b,Exploring the role of educational neuroscience in learning through the perspectives of adult vocational education students of computer science in the field of online learning. A case study,"Online learning had a decisive role in all levels of education during the pandemic. In this study, we will explore adult vocational education students of computer science that experienced the online education during the school academic year 2020–2021. The study attempts to explore the views of 10 adult students. At the same time, an attempt is made to determine the role of educational neuroscience in students' learning. Participants were asked to answer 14 questions about the online education they had experienced. This was followed by data analysis using NVivo software. According to the findings, 6 students identified the reasons why they prefer to be educated in a physical learning environment and 1 student stated that he prefers a mixed model that will include lessons with both physical and online presence. In addition, 9 out of 10 students stated that they prefer synchronous online teaching to asynchronous. Also, 7 out of 10 students identified that in the theoretical part they were able to achieve the expected learning outcomes but on the other hand, 6 out of 10 learners reported difficulties in attending the workshops. Nevertheless, 8 out of 10 stated that they were quite consistent with the obligations they had during the course. The findings indicate that the principles of educational neuroscience can be a critical component of effective online learning.","SouthEast European Design Automation, Computer Engineering, Computer Networks and Social Media Conference",2021.0,0,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/SEEDA-CECNSM53056.2021.9566229?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/SEEDA-CECNSM53056.2021.9566229, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],"['JournalArticle', 'Conference']","[{'authorId': '3273969', 'name': 'E. Malliou'}, {'authorId': '2129308572', 'name': 'Spyridon Doukakis'}, {'authorId': '2133414160', 'name': 'Sarah Vlachou'}, {'authorId': '2133414702', 'name': 'Evangelia Filippakopoulou'}]"
7aa931c752ef2945fe7247533f06f3ef91259321,COVID-19 Vaccination: What Do We Expect for the Future? A Systematic Literature Review of Social Science Publications in the First Year of the Pandemic (2020–2021),"The Covid-19 pandemic has had wide-reaching societal and economic effects and a return to “normal” will take years to accomplish. In light of this situation, the most important advancement since COVID-19′s emergence has been the development of multiple, life-saving, vaccines. Academic research on vaccine has been extensive. It is estimated that in only one year it has been produced more published and indexed papers on this single issue than in the last twenty years on any other single issue, thus, necessitating some organization. This research consists of a systematic literature review of the social science publication on COVID-19 published in the first year of the pandemic (February 2020 to March 2021). This review is important because it occurs at a time when vaccines have begun their global distribution and the best efforts to address the pandemic is through vaccination programs. In this research, 53 papers published in relevant journals are analyzed out of the almost 30,000 articles retrieved from Scopus database. The analysis conducted relies on two different types: descriptive analysis (evolution at the time of citations; evolution over time of keywords; bibliographical mapping of countries, the top 10 most influential papers), and bibliometric analysis for content evaluation. A cluster analysis was performed for the latter. Clustering the research papers, based on the actual content of papers, found there to be five research areas: (1) economic aspects; (2) ethics and legal aspects; (3) health communication; (4) policies and crisis management, and (5) political issues. Yet, this article’s results paint a picture of literature that has not yet considered the full scope of COVID-19’s effect on the economic, political, and population level health and well-being. Nor has it considered these effects across the global community, suggesting new potential areas of research and giving a perspective of what we should expect for the future.",Sustainability,2021.0,8,"{'url': 'https://doi.org/10.3390/su13158259', 'status': 'GOLD', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.3390/su13158259?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/su13158259, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Political Science'],['Review'],"[{'authorId': '2314609702', 'name': 'Lorenzo Pratici'}, {'authorId': '39680779', 'name': 'Phillip M. Singer'}]"
3d0aee6816c639a805bcf39ca27f9d432608ce59,Science’s 2021 Breakthrough of the Year: AI brings protein structures to all,,AAAS Articles DO Group,2021.0,3,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1126/science.acx9810?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1126/science.acx9810, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,,[]
d1a5e8cbb516f3b10709dd92a8815fa78c0bbb93,"Materials of the 75th anniversary International Scientific Conference of Young scientists and Students of FSBEI HE St. Petersburg SUVM, dedicated to the Year of Science and Technology announced in 2021 by Russian President Vladimir Putin",,"Materials of the 75th anniversary International Scientific Conference of Young scientists and Students of FSBEI HE St. Petersburg SUVM, dedicated to the Year of Science and Technology announced in 2021 by Russian President Vladimir Putin",2021.0,1,"{'url': 'https://doi.org/10.52419/3006-2021', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.52419/3006-2021?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.52419/3006-2021, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,['Conference'],[]
72c5ed333b0a0307381705e4da9b610bc689247b,MASTER & MASTER OF SCIENCE PROGRAMMES IN “INNOVATIVE APPROACHES FOR IPM OF MEDITERRANEAN FRUIT CROPS” ACADEMIC YEAR 2020-2021,,,2021.0,0,"{'url': '', 'status': None, 'license': None}",,['Review'],"[{'authorId': '2079770532', 'name': 'Academic Year'}]"
d0ba92e83fe4711441d53b2acad86902d2b8cba0,BMT CTN State of the Science Symposium 2021: Looking Forward as the Network Celebrates its 20th Year.,,Transplantation and Cellular Therapy,2021.0,9,"{'url': 'https://doi.org/10.1016/j.jtct.2021.08.016', 'status': 'HYBRID', 'license': 'CCBYNCND', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.jtct.2021.08.016?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.jtct.2021.08.016, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","['Political Science', 'Medicine']","['Review', 'JournalArticle']","[{'authorId': '4393420', 'name': 'H. Heslop'}, {'authorId': '4165355', 'name': 'E. Stadtmauer'}, {'authorId': '2601976', 'name': 'J. Levine'}, {'authorId': '6007792', 'name': 'K. Ballen'}, {'authorId': '84277510', 'name': 'Yi-Bin Chen'}, {'authorId': '152347114', 'name': 'A. DeZern'}, {'authorId': '113278449', 'name': 'M. Eapen'}, {'authorId': '4697872', 'name': 'M. Hamadani'}, {'authorId': '5168588', 'name': 'B. Hamilton'}, {'authorId': '40655055', 'name': 'P. Hari'}, {'authorId': '2109319842', 'name': 'Richard J. Jones'}, {'authorId': '2825688', 'name': 'B. Logan'}, {'authorId': '34314545', 'name': 'L. Kean'}, {'authorId': '5530849', 'name': 'E. Leifer'}, {'authorId': '2341379244', 'name': 'Frederick L. Locke'}, {'authorId': '6978697', 'name': 'R. Maziarz'}, {'authorId': '6261153', 'name': 'Eneida R. Nemecek'}, {'authorId': '6385180', 'name': 'M. Pasquini'}, {'authorId': '50016195', 'name': 'R. Phelan'}, {'authorId': '144342433', 'name': 'Marcie L. Riches'}, {'authorId': '35065628', 'name': 'B. Shaw'}, {'authorId': '9030058', 'name': 'M. Walters'}, {'authorId': '50985086', 'name': 'Amy Foley'}, {'authorId': '101537082', 'name': 'Steven M. Devine'}, {'authorId': '2122459679', 'name': 'M. Horowitz'}]"
938915ceeac64a778c69ca6f7553866a78b71aa2,Development of Whatsapp Instant Messaging Applications as Online Learning Media to Improve Social Science Learning Outcomes in Class VIII SMP Negeri 2 Sumbul Academic Year 2020/2021,"This study aims to produce a WhatsApp instant messaging application product as an online learning medium in social studies subjects that is feasible and effective. This type of research is development research that uses the Borg and Gall development model. The results show: (1) The learning material expert test is included in the very feasible criteria, namely with a score of 93.26%. (2) The learning instructor design expert test is included in the very criteria. feasible with a score of 92.36%. (3) The learning media expert test is included in the very feasible criteria, namely with a score of 92.96%. The results of hypothesis testing prove that there are differences in student learning outcomes who are taught using the WhatsApp instant messaging application product in the form of learning videos with students who do not use the WhatsApp instant messaging application product.","Advances in Social Science, Education and Humanities Research",2021.0,0,"{'url': 'https://doi.org/10.2991/assehr.k.211110.088', 'status': 'GOLD', 'license': 'CCBYNC', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.2991/assehr.k.211110.088?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.2991/assehr.k.211110.088, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,,"[{'authorId': '2148519900', 'name': 'Esra PH Sitanggang'}, {'authorId': '2074503174', 'name': 'H. Tambunan'}, {'authorId': '52593166', 'name': 'N. Simbolon'}]"
32e809d34a713b40f00316818eb4873d2b7e7f6e,The year 2021 of the International Journal of Innovation – IJI,"The International Journal of Innovation: IJI has been making some changes in recent years and, therefore, increasingly improving its content. These are transformations that would not be possible without the incessant collaboration of the entire IJI team. Ther are always tireless and impeccable. It would not be possible without all the articles submitted by the authors who believe and choose the IJI for their publications. It would not be possible either, without the reviewers who contribute with a lot of dedication, spending their time and knowledge on improving the articles to publish the IJI. We are immensely grateful to everyone! Special thanks to UNINOVE, who have always supported and continue to support IJI.At the end of 2021, we would like to present some data and information that enable readers, authors, and reviewers to follow the evolution of the IJI. We remain dedicated to raising the bar for the IJI. IJI is in the main databases: Dialnet, EBSCO, ERIHPLUS, Latindex, ProQuest, Redalyc, Redib, Spell, Web of Science and Zeitschriften Datenbank. It is classified in stratum B1 of the new QUALIS/CAPES proposal. It is published every four months (January-April; May-August; September-December) and accepts submissions in Portuguese, English, and Spanish, and published in English only.The International Journal of Innovation: IJI's mission is to serve as a vehicle for the periodic publication of scientific and technological works in innovation with a focus on emerging markets, which study individuals, organizations, ecosystems, and policies. The journal's topics of interest focusing on emerging markets are Innovative Entrepreneurship, Innovation and Learning, Innovation and Sustainability, Internationalization of Innovation, Innovation Systems, Emerging Themes of Innovation, and Digital Transformation. As we have already mentioned in another editorial comment, the IJI accepts scientific articles, technology articles, perspectives, and reviews, in addition to the editorial comment.We now present some data from IJI submissions for this year, 2021 (Table 1). Table 1Submissions to the IJIWorks submitted87Rejections65%Acceptance35% Eighty-seven works were submitted to the IJI, of which 65% were rejected and 35% were approved. With these numbers, we observe that rejection is still high. The rejection happens; most of the time, in the desk-reject the editors perform that. The reasons are: a) the submitted works are not following the scope of the IJI; b) the submitted works do not meet the minimum requirements for a publication and are not considered to proceed to a peer review and blind.When articles move to the stage of blind and peer review, the number of rejections gets smaller. Generally, works are rejected at this stage when the authors do not comply with the evaluators' recommendations. Our intention is, with the help of reviewers and authors, to increasingly improve the quality of submitted articles and increase the number of publications in the IJI.Submissions are from different countries. In this year of 2021, we had the following scenario (Table 2). Table 2Submissions to the IJI - by countryCountrySubmissionsBrazil59Argentina1Colombia1Cuba1Algeria2Indonesia2India3Jordan1Sri Lanka1Mexico1Malasia1Nigeria3Portugal2Saudi Arabia3Tunisia1Turkey1Ukraine1Vietnam2South Africa1TOTAL87 The most significant works submitted are from Brazilian authors, but with a balanced distribution among other countries. We are happy that the IJI is considered a possibility for authors from different countries on our continent and other continents. We want to increase the number of foreign submissions and their publications. We believe that this action is important for the academic community due to the diversity of contexts.The IJI counts on the valuable availability of the evaluators, who we know have to dedicate their precious time to help us improve our work. Our evaluation time is still high, up to 98 days. Some reasons impact this deadline: a) the reviewers are very demanding with researchers with little experience, causing back and forth in the assessments until they reach the expected quality for the article; b) holidays in the middle of the year and at the end of the year delay the evaluations a little; c) evaluators also divide their time with evaluations of academic events throughout the year. Due to these reasons, the publication of the works is also compromised. We took up to 122 days to publish the articles.Another interesting piece of information that we would like to share with our readers is the number of registered users of IJI. IJI has 1270 registered users, including authors, reviewers, and readers. In the last year of 2021, there were 534 new users. It makes us very happy, as the number of users has almost doubled. This action makes us hope to have more works submitted and, consequently, more quality works published.We aim to improve and make the IJI a journal with more impact in the academic and practical environment. With the help of everyone involved, we will improve the level of evaluations and significantly improve the published works. We want to bring relevant content that contributes to science in Brazil and other countries around the world.We thank you all for your help and support in this growing IJI journey!",International Journal of Innovation,2021.0,0,"{'url': 'https://doi.org/10.5585/iji.v9i3.21112', 'status': 'GOLD', 'license': 'CCBYNCSA', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.5585/iji.v9i3.21112?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.5585/iji.v9i3.21112, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,['Review'],"[{'authorId': '2257030649', 'name': 'I. Scafuto'}, {'authorId': '152908810', 'name': 'P. R. Costa'}, {'authorId': '2097928495', 'name': 'M. Mazieri'}]"
4532bc150669c1de2df77a33ef5040a3dd3f09d6,GV-SOLAS 2021 year’s annual meeting took place virtually,"This 59th Scientific Conference of the Society for Laboratory Animal Science GV-SOLAS and the 20th Advance Training Course of the IGTP took place virtually on 22–24 September 2021. The conference had more than 1200 participants and presented many interesting topics, sessions and workshops. The 10 workshops and roundtable discussions could be presented in a live format and, as well, a virtual face-to-face talk was possible. But of course we missed the ceremonial social evening and the nice conversations during the coffee breaks. On the one hand, the conference focused on animal facility management topics such as dealing personally and emotionally with the issue of animal experimentation, and challenging public relations, as well as hygiene management and staff training. On the other hand, we offered animal experimentation topics such as the performance and impact of behavioural tests, opportunities and problems with imaging techniques, stress assessment in laboratory animals, the topic of 3Rs with special attention to replacement and supplementation methods, transparency in experimentation and the importance of the microbiome of laboratory animals. For the first time, we addressed the very specific challenges researchers have when working with wildlife or planning field trials with livestock. IGTP addressed current topics such as automation in animal husbandry, refinement in laboratory animal science, rehoming of laboratory animals and news about feeding problems. The virtual industry exhibition provided expanded opportunities to interact with attendees and offered an interesting rally for the participants. A big advantage of the virtual format was that all participants had the opportunity to see as many presentations as possible, since the recorded presentations were available for two weeks after the end of the conference. So parallel lectures could be viewed, which would not have been possible at a presence conference. Despite these advantages, we are all very much looking forward to the next presence meeting!",Laboratory Animals. Journal of the Laboratory Animal Science Association,2021.0,0,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1177/00236772211055974?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1177/00236772211055974, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Medicine'],['News'],"[{'authorId': '2074784266', 'name': 'Bettina Kränzlin'}]"
21395bdaabd5a5f9536302b8f149ec2aeee7b8c4,Motivation in first year engineering students of the online course “Computer Programming in Python” in the context of a pandemic by COVID-19,"Teaching-learning has changed drastically since the coronavirus pandemic and motivation in a pandemic context where students have had to radically change their learning system. The main goal of this research is to identify the relationship between the motivation of students in an online course of Computer Programming in Python, in the context of pandemic with sociodemographic variables (Internet connection, number of people living at home, employment status) and school variables (number of parallel subjects, grades and time spent). 75 first year engineering students participated and motivation was measured through the EME scale that provides Internal Motivation, External Motivation and Amotivation. The results indicate that there are no mean differences between motivation and socio-demographic variables, while significant differences are found in the Amotivation factor compared to students’ final grades and the total time taken to complete the learning units. The course in question took place in the second semester of 2020, which ended in January 2021, given the irregularity of the semester",2021 XVI Latin American Conference on Learning Technologies (LACLO),2021.0,1,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/LACLO54177.2021.00017?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/LACLO54177.2021.00017, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Medicine'],['Conference'],"[{'authorId': '2091071639', 'name': 'S. Bustos'}, {'authorId': '1399221048', 'name': 'L. Alvarez-Gonzalez'}]"
