paperId,title,abstract,venue,year,citationCount,openAccessPdf,fieldsOfStudy,publicationTypes,authors
86bdf62b4a8fdfd58fc9a951a92df457f21d2b75,"Spawning Four-Year, ABET-AccreditablePrograms in Cybersecurity from Existing Computer Science Programs in Thailand","Purpose–Thailand faces many cybersecurity challenges. In the first few months of 2022 alone, there were over 300,000 cyber-attacks in the country, and annually the problem has gotten significantly worse. It is estimated that Thailand loses 286 billion US dollars per annum due to cybercrimes. These attacks include credit card fraud, phishing, ransomware, scamming, infor-mation, and identity theft, business email compromises, child pornography, intellectual prop-erty infringements, cyberstalking and harassment, denial of service, botnets, fake news, and stolen funds. To defend against cyber criminals, well-trained professionals in cybersecurity are needed.By 2025, there is an expected shortfall of over four million cybersecurity workers globally. We examine what it would take to spawn an accreditable four-year curriculum in cy-bersecurity from a typical Thai Bachelor of Science in Computer Science. At present, there are few university programs in Thailand dedicated to cybersecurity. We hope this work inspires educational institutions to develop quality four-year degrees in cybersecurity, with the goals of meeting workforce demands, reducing cybercrime, and promoting Thailand as a viable and healthy place to conduct e-business.

Method–The paper employs expert analysis to forge an accreditable program in cybersecu-rity from a computer science program.Results–The authors describe an ABET-accreditable program in cybersecurityand show how to develop it in a step-by-step manner.

Conclusion–An ABET-accreditable program in cybersecurity can be spawned from a computer science program with relatively few additional courses and modifications while placing more emphasis on ABET's crosscutting concepts.

Recommendations–Institutions that are interested in developing four-year cybersecurity pro-grams can begin crafting them in the manner described in this work. 

Research Implications–Cybersecurity professionals can be developed.

Practical Implications–New quality cybersecurity programs can be developed promptly.

Social Implications–There will be more qualified professionals to help fight cybercriminals.

Keywords–cybersecurity, accreditation, cybersecurity-curriculum development, educational programs in cybersecurity",International Journal of Computing Sciences Research,2024.0,0,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.25147/ijcsr.2017.001.1.178?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.25147/ijcsr.2017.001.1.178, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,['JournalArticle'],"[{'authorId': '2268593004', 'name': 'Raymond Greenlaw'}, {'authorId': '9095609', 'name': 'Nopadon Juneam'}]"
642f889dbe739230be04633e37cb14df55e4682c,"Study Lecturer’ ICT Skill in Teaching and Learning Imprementation at Luang Prabang Teacher Training College, Academic year 2024-2025","This research is a quantitative and qualitative research through the participatory research process of teachers in Luang Prabang Teachers College, which aims to: 1) To study the results of using ICT in the teaching and learning of teachers in Luang Prabang Teachers College. 2) To study the development of ICT skills according to the standards of ICT teachers in the Lao PDR. The research target group this time is 104 people, using the study method to analyze documents, related research, using questionnaires to collect data directly from teachers. Data analysis uses a quantitative analysis method, to lead to the explanation of the results in a causal manner to the reality of the data as much as possible.

The research result found that the ICT skills development of teachers in Luang Prabang Teachers' College was at a very high level = 3.86 S.D. = 0.84, where the ICT skills had a higher mean value = 4.04 S.D. = 0.84; followed by computer skills = 3.86 S.D. = 0.84 and ICT skills in teaching = 3.74 S.D. = 0.84; and the Internet skills had the lowest mean value = 3.72 S.D. = 0.86. Guidelines for the development of ICT skills of teachers in Luang Prabang Teachers' Training College Administrators should disseminate or introduce basic computer skills to teachers in schools, organize teacher competence assessment in the initial stage, plan and prepare for internal training or invite external experts, promote and cooperate with personnel to develop themselves in various areas, and provide opportunities for teachers to share lessons with each other.",Souphanouvong University Journal Multidisciplinary Research and Development,2024.0,0,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.69692/sujmrd10special01?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.69692/sujmrd10special01, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,['JournalArticle'],"[{'authorId': '2337270280', 'name': 'Panomphone Khonesavath'}]"
4da04786baf373b5dc012b4538300d7c006d7dba,High School Computer Science Participation: A 6-Year Enrollment Study,"High-quality computer science (CS) instruction is essential for preparing students to thrive in an increasingly technology-driven world. This research brief presents findings from a six-year longitudinal study of CS enrollments in seven public high schools from the 2018-2019 through the 2023-2024 academic years, drawing on the administrative data of over 15,000 students. Results show that overall enrollment in CS courses rose modestly from 10% to 15% between the 2018-2019 and 2022-2023 school years. Enrollment declined to 13% in 2023-2024, though the cause and persistence of this trend remains unknown. Additional analyses differentiate foundational and advanced CS courses as well as examine participation by sex and race, offering additional insight. As CS, artificial intelligence, and related fields become more important across our society, they also become a key component of a robust K-12 education. Analyzing and understanding these trends in CS enrollments is crucial to inform policy and instruction that encourage students to participate and succeed in CS; this research brief presents one such analysis.",,2025.0,0,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/2503.04770, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],,"[{'authorId': '2305148', 'name': 'Cynthia L. Blitz'}, {'authorId': '145665229', 'name': 'David Amiel'}, {'authorId': '2349233849', 'name': 'Teresa G. Duncan'}]"
fe09748b6c39cb03c312f95442ef1119df32a340,Discovering Computer Science: A High School CS Course Co-developed by College & High School Teachers,"We present a new high school level computer science (CS) curriculum that is a key component of a comprehensive college/high school partnerships program supporting secondary CS education in New York State. The year-long curriculum offers a broad introduction to CS and is designed using best practices for promoting diversity, equity, and inclusion. It was collaboratively designed and implemented by a team of college CS faculty and high school CS teachers participating in a research-practice partnership. This year (AY2023-2024) the curriculum is being taught in 27 school districts representing high-needs, rural, and suburban communities. Preliminary analysis of student data is included.",Technical Symposium on Computer Science Education,2024.0,1,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1145/3626253.3635507?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3626253.3635507, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],"['Book', 'JournalArticle', 'Conference']","[{'authorId': '2291550485', 'name': 'Pauline White'}, {'authorId': '2293914', 'name': 'Robin Y. Flatland'}, {'authorId': '2069149230', 'name': 'James R. Matthews'}, {'authorId': '2291609453', 'name': 'Jesse Moya'}, {'authorId': '2291612217', 'name': 'Kathryn Schiller'}]"
9a73144d63046c00e32ee3fa622ae939ae7c0aed,"Student Project Management System for Monitoring Undergraduate Projects (Case Study of Computer Science Department, University of Ibadan)","The Student Project Management System (SPMS) is a web-based platform designed to optimize the management of final-year projects within the Computer Science Department at the University of Ibadan. SPMS offers a range of tools and functionalities tailored to the needs of students, supervisors and coordinators involved in the project management process. Key features of SPMS include an intuitive interface, proposal submission capabilities, project tracking functionalities, feedback management tools, document organization features, and communication channels between stakeholders. These features foster seamless collaboration, enhance project visibility and streamline administrative workflows. SPMS is developed using HTML, CSS, Bootstrap, PHP, MySQL and Visual Studio Code to ensure robustness, scalability and user-friendliness. The development phases encompasses requirements analysis, system design, implementation, testing and documentation, with a focus on usability, functionality, and reliability. Practically, SPMS enhances project management efficiency within the Computer Science Department, improving project outcomes and student experiences. Keywords: SPMS, CSS, PMBOK, Projects, Students, Assessment, University, Ibadan, Nigeria Journal Reference Format: Abiola, O.A., Saheed, O.O. & Akinola, S.O.(2024): Student Project Management System for Monitoring Undergraduate Projects (Case Study of Computer Science Department, University of Ibadan). Journal of Behavioural Informatics, Digital Humanities and Development Rese Vol. 10 No. 3. Pp 47-56. https://www.isteams.net/behavioralinformaticsjournal dx.doi.org/10.22624/AIMS/BHI/V10N3P3",Advances in Multidisciplinary &amp; Scientific Research Journal Publications,2024.0,0,"{'url': 'https://doi.org/10.22624/aims/bhi/v10n3p3', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.22624/aims/bhi/v10n3p3?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.22624/aims/bhi/v10n3p3, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,['JournalArticle'],"[{'authorId': '2296650323', 'name': 'O. Abiola'}, {'authorId': '2318051748', 'name': 'O. O. Saheed'}, {'authorId': '2300033926', 'name': 'S. O. Akinola'}]"
f582076f3aab89cfdee51cbedacddd7767a9bcd2,AI Generated Code Plagiarism Detection in Computer Science Courses: A Literature Mapping,"This is a full research paper. Integrity in the detection of plagiarism in students' source codes in university programming courses is a research topic for instructors and institutions seeking to improve the quality of their teaching. In particular, introductory courses such as CS1, are of paramount importance, as this is when students gain fundamental knowledge to build their future on. With the latest developments in Large Language Models (LLM) such as ChatGPT, GitHub Copilot, etc., methods of plagiarism have evolved, however methods of detection may not be capable of accurately differentiating between code generated by human and artificial intelligence (AI). In this context, this paper seeks to answer the research question: What does the current literature report on AI generated code plagiarism detection in higher education? To expand on and formulate a comprehensive answer to our research question (RQ), we have formulated six sub-questions: RQ1) How many papers were published per year by country?; RQ2) Which conferences and journals have published most papers on this subject?; RQ3) Which plagiarism detection tools were most often used prior to common AI use?; RQ4) How are educators adapting assignments to minimize the use of AI?; RQ5) Which modern methods are being deployed to specifically detect AI?; RQ6) Which data sources and languages are most prevalent in the literature? The methodology was based on a systematic literature review. Initially, we confined our search for literature to Scopus and Web of Science, however additional literature was included from Google Scholar. Inclusion criteria were applied to include documents from the years 2023 and 2024 (after the launch of ChatGPT), and only published by conferences and journals. Exclusion criteria: papers that do not focus on plagiarism and programming courses; papers that are not about the undergraduate-level; papers not written in English. We found 165 papers via Scopus and WebScience, from which the metadata were collected, resulting in 17 relevant papers selected for this work. The second step was a search in Google Scholar, where we analyzed 200 documents from 2023 (100 relevant documents) and 2024 (100 relevant documents). We used the same inclusion and exclusion criteria, however, we included the ArXiv papers, and found 9 more papers. Following this process, we have identified 26 papers to include in this literary mapping. In this paper we present the answers to these research questions and discussions about this research topic.",Frontiers in Education Conference,2024.0,0,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/FIE61694.2024.10893117?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/FIE61694.2024.10893117, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,"['Conference', 'Review']","[{'authorId': '2347348794', 'name': 'Archer Simmons'}, {'authorId': '2278074175', 'name': 'Maristela Holanda'}, {'authorId': '2278141136', 'name': 'Christiana Chamon'}, {'authorId': '2034224238', 'name': 'Dilma Da Silva'}]"
6f13ce4b256de3247fd940dafc0f254ed3883fbb,Computational experiments in Computer Science: A bibliometric study,"Introduction: Computational Experiments are crucial in various fields, including biological sciences, engineering, social sciences, etc., and are a powerful tool for understanding complex systems, optimizing processes, and driving innovation. Their importance lies in their ability to integrate with experimental methods, facilitate simulation-based learning, and provide cost-effective, scalable, and flexible solutions for analyzing complex systems. The purpose of this study is to make a bibliometric analysis of the research related to Computational Experiments in Computer Science. Methods: This bibliometric analysis was performed using information from 2013 and 2024 from the Scopus and Web of Science databases, with published articles This bibliometric study followed the guidelines proposed in the publication “How to conduct a bibliometric analysis: An overview and guidelines” by the author Gonthu N. To answer the research questions, the number of articles per year, number of articles per country, number of articles per subject area, list of main journals, and citation analysis were analyzed. Results: The results show that Scopus has more publications on the subject, China is the country that publishes more on the subject, Mathematics is the predominant subject area, finally, a co-occurrence analysis was performed where a total of 27 clusters were found in Scopus and 10 clusters in WoS. From this, the 10 most relevant keywords in each of the databases were identified. Conclusions: This review can be a basis in order that researchers to have a starting point for the current state of publications on Computational Experiments for future research.",Data and Metadata,2025.0,0,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.56294/dm2025188?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.56294/dm2025188, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,"['JournalArticle', 'Review']","[{'authorId': '2037957092', 'name': 'Pablo Landeta-López'}, {'authorId': '1410236106', 'name': 'C. Guevara-Vega'}]"
ff5e3bafc38b22924ea0c314c23d5aad032b5a86,"Embedded Computer Systems: Architectures, Modeling, and Simulation - 24th International Conference, SAMOS 2024, Samos, Greece, June 29 - July 4, 2024, Proceedings, Part II",,"International Conference / Workshop on Embedded Computer Systems: Architectures, Modeling and Simulation",2025.0,43,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: This paper's abstract has been elided by the publisher. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/978-3-031-78380-7?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/978-3-031-78380-7, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",['Computer Science'],['Book'],"[{'authorId': '70510714', 'name': 'Geometry Samos Meeting on Cosmology'}, {'authorId': '1731641', 'name': 'S. Vassiliadis'}, {'authorId': '1756059', 'name': 'Mladen Berekovic'}, {'authorId': '145767161', 'name': 'T. Hämäläinen'}]"
e0334556256f7555a8462628d8fa8db862208949,Emerging Research Trends In Computer Science: A Bibliometric Analysis,"This study explores emerging research areas in Computer Science through bibliometric analysis using data retrieved from the Scopus database. A systematic search was conducted using a predefined query, initially yielding 6,300 documents, which were refined based on publication year (2015–2025), subject area (Computer Science), document type (journal articles), language (English), and Open Access availability, resulting in 447 articles. The analysis was conducted by using the generated bibliometric maps, including term co-occurrence, and co-authorship networks. The results highlight key emerging research trends, including advancements in artificial intelligence, machine learning, cloud computing, Internet of Things (IoT), cybersecurity, and quantum computing. Additionally, global collaboration patterns reveal leading research contributors and potential areas for international cooperation. The findings provide valuable insights into the future directions of Computer Science research, offering strategic opportunities for institutions like Arusha Technical College to contribute to and benefit from these advancements. 
  
 ",Global Journal of Pure and Applied Sciences,2025.0,0,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.4314/gjpas.v31i1.5?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.4314/gjpas.v31i1.5, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,['JournalArticle'],"[{'authorId': '2332277378', 'name': 'Japhet Kaijage Kashaija'}, {'authorId': '2345498273', 'name': 'Jane Lissah'}]"
5b4abb6a0edb67dea0712074e71969981566f4aa,PENGARUH PEMBERIAN LATIHAN SOAL (DRILL) TERHADAP HASIL BELAJAR IPA KELAS VIII SEMSETER I SMP ISLAM NURUL HUDA TAHUN AJARAN 2024/2025,"This study was conducted with the aim of determining the effect of drill on the learning outcomes of science class VIII semester I of SMP Islam Nurul Huda academic year 2024/2025. The type of research used is experimental research where samples taken by random sampling technique is Class VIII.2 as an experimental class of 35 students and Class VIII.3 as a control class as many as 32 students data collection techniques used objective tests that have been validated by using the validity test, reliability test, degree of difficulty of the problem, and the degree of differentiation of the problem to determine the results of student science learning by using the provision of exercises (drill) applied to the experimental class and conventional learning applied to the control class. Data on student learning outcomes were analyzed by T-test to determine the effect of the provision of exercises (drill) to the learning outcomes of science students Grade I semester I. From the results obtained the average pretest experimental class of 65.80 while the control Class of 47.31. The average experimental class posttest was 80.00 while the control class was 64.42. From the results of data analysis obtained ttitung greater than ttable is 1.712 and ttable of 1.677 at a significant level of 5%. This shows that the drill method has an effect on the learning outcomes of science class VIII semester I of Nurul Huda Islamic Junior High School for the academic year 2024/2025.
ABSTRAKPenelitian ini dilaksanakan dengan tujuan  untuk mengetahui pengaruh pemberian latihan soal (drill) terhadap hasil belajar IPA kelas VIII semester I SMP Islam Nurul Huda Tahun Ajaran 2024/2025. Jenis penelitian yang digunakan adalah penelitian eksperimen dimana sampel diambil dengan teknik random sampling adalah kelas VIII.2 sebagai kelas eksperimen sebanyak 35 siswa dan kelas VIII.3 sebagai kelas kontrol sebanyak 32 siswa teknik pengumpulan data digunakan tes obyektif yang telah divalidasi dengan menggunakan uji validitas, uji reliabilitas, derajat kesukaran soal, dan derajat pembeda soal untuk mengetahui hasil belajar IPA siswa dengan menggunakan pemberian latihan soal (drill)  yang diterapkan pada kelas eksperimen dan pembelajaran konvensional yang diterapkan pada kelas kontrol. Data hasil belajar siswa dianalisis dengan uji-t untuk mengetahui pengaruh pemberian latihan soal (drill) terhadap hasil belajar IPA siswa kelas I semester I. Dari hasil penelitian diperoleh hasil rata-rata pretest kelas eksperimen sebesar 65,80 sedangkan kelas kontrol sebesar 47,31. Rata-rata posttest kelas eksperimen sebesar 80,00 sedangkan kelas kontrol sebesar 64,42. Dari hasil analisis data diperoleh thitung  lebih besar dari ttabel yaitu 1,712 dan ttabel sebesar 1,677 pada taraf signifikan 5%. Ini menunjukkan bahwa metode latihan soal (drill) berpengaruh terhadap hasil belajar IPA kelas VIII semester I SMP Islam Nurul Huda Tahun Ajaran 2024/2025.",SECONDARY: Jurnal Inovasi Pendidikan Menengah,2024.0,0,"{'url': 'https://jurnalp4i.com/index.php/secondary/article/download/3516/2910', 'status': 'HYBRID', 'license': 'CCBYSA', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.51878/secondary.v4i3.3516?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.51878/secondary.v4i3.3516, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,['JournalArticle'],"[{'authorId': '2086539668', 'name': 'Juraidah Juraidah'}, {'authorId': '2076785858', 'name': 'Supardi U.S.'}]"
