paperId,title,abstract,venue,year,citationCount,openAccessPdf,fieldsOfStudy,publicationTypes,authors
f197f5702ac7018aed558a5b357c3b9920d41057,The Analysis of a Novel Computational Thinking Test in First Year Undergraduate Computer Science Course,,,2020.0,6,"{'url': '', 'status': None, 'license': None}",['Computer Science'],['Review'],"[{'authorId': '12733217', 'name': 'Aidan Mooney'}, {'authorId': '49022506', 'name': 'J. Lockwood'}]"
e0334556256f7555a8462628d8fa8db862208949,Emerging Research Trends In Computer Science: A Bibliometric Analysis,"This study explores emerging research areas in Computer Science through bibliometric analysis using data retrieved from the Scopus database. A systematic search was conducted using a predefined query, initially yielding 6,300 documents, which were refined based on publication year (2015–2025), subject area (Computer Science), document type (journal articles), language (English), and Open Access availability, resulting in 447 articles. The analysis was conducted by using the generated bibliometric maps, including term co-occurrence, and co-authorship networks. The results highlight key emerging research trends, including advancements in artificial intelligence, machine learning, cloud computing, Internet of Things (IoT), cybersecurity, and quantum computing. Additionally, global collaboration patterns reveal leading research contributors and potential areas for international cooperation. The findings provide valuable insights into the future directions of Computer Science research, offering strategic opportunities for institutions like Arusha Technical College to contribute to and benefit from these advancements. 
  
 ",Global Journal of Pure and Applied Sciences,2025.0,0,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.4314/gjpas.v31i1.5?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.4314/gjpas.v31i1.5, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,['JournalArticle'],"[{'authorId': '2332277378', 'name': 'Japhet Kaijage Kashaija'}, {'authorId': '2345498273', 'name': 'Jane Lissah'}]"
001733495062c2b45e455af60af1c82f110c67c5,The Rollout of Computer Science Education to Every Student in New York City: A Socio-Contextual Social Network Analysis,"Background CS4All is an $81 million private-public investment aimed at creating the necessary infrastructure to provide computer science experiences to all New York City public-school students by 2025. Purpose In this paper, we examine the history of the CS4All initiative and document the network of actors and their relationships in the system such that we can understand how this reform is enacted, how it might be reactive to external contexts and pressures, and how the structure and pathways of this particular social network might inform similar efforts elsewhere. Research Design To structure our analysis of CS4All, we first examine the most recent historic example of a large-scale curricular reform—Man: A Course of Study (MACOS). By reflecting on the network structure of CS4All in light of the design, enactment, and eventual failure of MACOS, we can identify potential pain points and opportunities in CS4All's 10-year effort. We conducted interviews with core members of the CS4All initiative and examined available public records to construct and analyze a social network of key CS4All stakeholders, other actors, processes, and institutions. Conclusions In our analysis of the CS4All social network, we document how well-connected individuals simultaneously mobilized government resources and grassroots enthusiasm to create the conditions necessary for the initiation of this massive curricular reform effort, and describe the current pathways in place for decision making and resource distribution. Comparing the history and structure of the CS4All initiative to Man: A Course of Study —a failed nationwide curricular reform in the 1960s—we find that CS4All's centralized decision-making process and failure to create and distribute high quality formative assessment tools may lead to challenges to adoption. However, explicit efforts to solicit input from and communicate initiative values to the large diversity of stakeholders throughout NYC, as well as the innovation of a decentralized “buffet-style” curricular approach, may put CS4All on more sure footing.",Teachers College Record,2020.0,1,"{'url': 'https://journals.sagepub.com/doi/pdf/10.1177/016146812012201106', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1177/016146812012201106?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1177/016146812012201106, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,['JournalArticle'],"[{'authorId': '3332955', 'name': 'N. Holbert'}, {'authorId': '2023646', 'name': 'Betsy Disalvo'}, {'authorId': '2680019', 'name': 'Matthew Berland'}]"
0a24612234d29ec1fdb277d17e011b4634dd7b47,2020 39th International Conference of the Chilean Computer Science Society (SCCC),The proceedings contain 82 papers The topics discussed include: artificial neural network techniques to distinguish children with fetal alcohol spectrum disorder from psychometric data;multi-domain network performance analysis for vehicle tracking in aerial video;COVID-19 transmission during a tsunami evacuation in a lockdown city;data lake architecture proposal for the analysis directorate of a regional university;heuristic function to solve the generalized covering TSP with artificial intelligence search;game-based learning for the appropriation of discrete mathematics concepts: 'hanged on the Moodle platform';fostering engagement and creativity through programming: the beauty and joy of computing in a first-year engineering class;and development effort estimation practices in small software companies: an exploratory study,,2020.0,0,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/sccc51225.2020?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/sccc51225.2020, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Medicine'],,"[{'authorId': None, 'name': 'Anonymous'}]"
0ce413d0528625e37b77c20cce9a88cc43af7403,Gout: one year in review 2025.,"The incidence of gout has increased steadily over the last decades and its management is still unsatisfactory. Growing evidence highlights the multifactorial etiology of this disease encompassing genetic predisposition, environmental stimuli and gut dysbiosis. Recent advances in biomolecular and computer sciences allowed to gain more and more genetic, epigenetic, transcriptomic, proteomics and metabolomics insights into hyperuricaemia and gout-related molecular mechanisms. Moreover, the interplay between gout and cardiovascular, metabolic and renal diseases may potentially offer novel targets for anti-inflammatory and urate-lowering therapies.This annual review aims to provide the latest updates on gout research, epidemiology, genetics, molecular mechanisms, diagnostic approach, and therapeutic advances.",Clinical and Experimental Rheumatology,2025.0,0,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.55563/clinexprheumatol/9sdln5?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.55563/clinexprheumatol/9sdln5, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Medicine'],"['Review', 'JournalArticle']","[{'authorId': '2237576553', 'name': 'L. Punzi'}, {'authorId': '2174122174', 'name': 'L. Scagnellato'}, {'authorId': '6940711', 'name': 'P. Galozzi'}, {'authorId': '2289925456', 'name': 'Chiara Baggio'}, {'authorId': '2276877223', 'name': 'A. Damasco'}, {'authorId': '5424311', 'name': 'F. Oliviero'}, {'authorId': '2252644624', 'name': 'Roberta Ramonda'}]"
6021774f8fc59d289a8afb82a5047da315f4776c,The Impact of COVID-19 and “Emergency Remote Teaching” on the UK Computer Science Education Community,"The COVID-19 pandemic has imposed “emergency remote teaching” across education globally, leading to the closure of institutions across a variety of settings, from early-years through to higher education. This paper looks specifically at the impact of these changes to those teaching the discipline of computer science in the UK. Drawing on the quantitative and qualitative findings from a large-scale survey of the educational workforce (N=2,197) conducted in the immediate aftermath of institutional closures in March 2020 and the shift to online delivery, we report how those teaching computer science in various UK settings (n=214) show significantly more positive attitudes towards the move to online learning, teaching and assessment than those working in other disciplines; these perceptions were consistent across schools, colleges and higher education institutions. However, whilst practitioners noted the opportunities of these changes for their respective sector – especially a renewed focus on the importance of digital skills – they raised a number of generalisable concerns on the impact of this shift to online on their roles, their institutions and their sectors as a whole; for example, the impact on workload, effective pedagogy and job fragility. More specifically for computer science practitioners, curricula and qualifications, there were concerns raised regarding the ability to meaningfully deliver certain core topics such as mathematical foundations and programming, as well as the impact on various types of formal examinations and assessment. Based on the data obtained from this rapid response survey, we offer informed commentary, evaluation and recommendations for emerging learning and teaching policy and practice in the UK computer science community as we move into the 2020-2021 academic year and beyond.",UK & Ireland Computing Education Research Conference,2020.0,113,"{'url': 'https://cronfa.swan.ac.uk/Record/cronfa55012/Download/55012__17980__387760573b1f47ba8585a9e9122f579a.pdf', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1145/3416465.3416472?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3416465.3416472, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","['Computer Science', 'Psychology']","['JournalArticle', 'Book', 'Review']","[{'authorId': '2285182', 'name': 'Tom Crick'}, {'authorId': '1736796566', 'name': 'Cathryn Knight'}, {'authorId': '50538850', 'name': 'R. Watermeyer'}, {'authorId': '80950029', 'name': 'Janet Goodall'}]"
3a6d1589a41c3a9b860099c4ed7ba198319bbb6f,Prospects and Challenges of Artificial Intelligence and Computer Science for the Future of Urology,"He J, Baxter SL, Xu J, Xu J, Zhou X, Zhang K (2019) The practical implementation of artificial intelligence technologies in medicine. Nat Med 25(1):30–36 CAS Article Google Scholar Frost and Sullivan 2016. From $600 M to $6 billion, artificial intelligence systems poised for dramatic market expansion in healthcare. Available at https://ww2.frost.com/news/press-releases/600-m-6-billion-artificial-intelligence-systems-poised-dramatic-market-expansion-healthcare/. Accessed June 2020 Suarez-Ibarrola R, Hein S, Reis G, Gratzke C, Miernik A (2019) Current and future applications of machine and deep learning in urology: a review of the literature on urolithiasis, renal cell carcinoma, and bladder and prostate cancer. World J Urol. https://doi.org/10.1007/s00345-019-03000-5 Article PubMed Google Scholar Rossi SH, Prezzi D, Kelly-Morland C, Goh V (2018) Imaging for the diagnosis and response assessment of renal tumours. World J Urol 36(12):1927–1942 Article Google Scholar Negassi M, Suarez-Ibarrola R, Hein S, Miernik A, Reiterer A (2020) Application of artificial neural networks for automated analysis of cystoscopic images: a review of the current status and future prospects. World J Urol. https://doi.org/10.1007/s00345-019-03059-0 Article PubMed Google Scholar Yu SH, Kim MS, Chung HS et al (2020) Early experience with Watson for Oncology: a clinical decision-support system for prostate cancer treatment recommendations. World J Urol. https://doi.org/10.1007/s00345-020-03214-y Article PubMed Google Scholar Koo KC, Lee KS, Kim S et al (2020) Long short-term memory artificial neural network model for prediction of prostate cancer survival outcomes according to initial treatment strategy: development of an online decision-making support system. World J Urol. https://doi.org/10.1007/s00345-020-03080-8 Article PubMed Google Scholar Tokas T, Grabski B, Paul U, Baurle L, Loch T (2018) A 12-year follow-up of ANNA/C-TRUS image-targeted biopsies in patients suspicious for prostate cancer. World J Urol 36(5):699–704 Article Google Scholar Van Puyvelde H, Basto M, Chung ASJ et al (2020) Making surgery safer in an increasingly digital world: the internet—friend or foe? World J Urol 38:1391–1395. https://doi.org/10.1007/s00345-020-03145-8 Article PubMed Google Scholar Van Bruwaene S (2020) Surgical safety. World J Urol 38(6):1349–1350 Article Google Scholar Andras I, Mazzone E, van Leeuwen FWB et al (2019) Artificial intelligence and robotics: a combination that is changing the operating room. World J Urol. https://doi.org/10.1007/s00345-019-03037-6 Article PubMed Google Scholar Veneziano D, Tafuri A, Rivas JG et al (2019) Is remote live urologic surgery a reality? Evidences from a systematic review of the literature. World J Urol. https://doi.org/10.1007/s00345-019-02996-0 Article PubMed Google Scholar Castaneda P, Ellimoottil C (2019) Current use of telehealth in urology: a review. World J Urol. https://doi.org/10.1007/s00345-019-02882-9 Article PubMed Google Scholar Smith B, Dasgupta P (2019) 3D printing technology and its role in urological training. World J Urol. https://doi.org/10.1007/s00345-019-02995-1 Article PubMed Google Scholar Checcucci E, Amparore D, Fiori C, Manfredi M, Ivano M, Di Dio M et al (2020) 3D imaging applications for robotic urologic surgery: an ESUT YAUWP review. World J Urol 38(4):869–881 Article Google Scholar Pan Y, Chen H, Chen H et al (2020) Is electronic follow-up using a mobile phone application after mid-urethral sling placement feasible and efficient? World J Urol. https://doi.org/10.1007/s00345-020-03245-5 Article PubMed Google Scholar Tapiero S, Yoon R, Jefferson F et al (2019) Smartphone technology and its applications in urology: a review of the literature. World J Urol. https://doi.org/10.1007/s00345-019-02960-y Article PubMed Google Scholar Chen IHA, Chu C, Lin J et al (2020) Comparing a new risk prediction model with prostate cancer risk calculator apps in a Taiwanese population. World J Urol. https://doi.org/10.1007/s00345-020-03256-2 Article PubMed Google Scholar Adam A, Hellig JC, Perera M, Bolton D, Lawrentschuk N (2018) ‘Prostate Cancer Risk Calculator’ mobile applications (Apps): a systematic review and scoring using the validated user version of the Mobile Application Rating Scale (uMARS). World J Urol 36(4):565–573 CAS Article Google Scholar Jamnadass E, Rai BP, Veneziano D et al (2020) Do prostate cancer-related mobile phone apps have a role in contemporary prostate cancer management? A systematic review by EAU young academic urologists (YAU) urotechnology group. World J Urol. https://doi.org/10.1007/s00345-020-03197-w Article PubMed Google Scholar Haun MW, Ihrig A, Karschuck P et al (2020) The era of the digital natives is approaching: Insights into online peer-to-peer support for persons affected by prostate cancer. World J Urol. https://doi.org/10.1007/s00345-020-03114-1 Article PubMed Google Scholar Download references Open Access funding provided by Projekt DEAL. Department of Urology, Faculty of Medicine, University of Freiburg - Medical Center, Freiburg, Germany Rodrigo Suarez-Ibarrola & Arkadiusz Miernik You can also search for this author in PubMed Google Scholar You can also search for this author in PubMed Google Scholar Correspondence to Rodrigo Suarez-Ibarrola. Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations. Open Access This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a...",World journal of urology,2020.0,5,"{'url': 'https://link.springer.com/content/pdf/10.1007/s00345-020-03428-0.pdf', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC7508738, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","['Medicine', 'Computer Science']","['Editorial', 'Review']","[{'authorId': '1403558472', 'name': 'R. Suarez-Ibarrola'}, {'authorId': '52195285', 'name': 'A. Miernik'}]"
0e9bc6793ef92fc38936cda3b17da6dde74ed240,Reinventing Evaluations with Competency Based Assessments: a Practical Experiment with Future Computer Science Engineers,"This innovative practice work-in-progress paper presents a pedagogical device, supported by a tool, moving evaluations at the heart of the learning process. The device gives back to students the control over their own learning and provides them with real-time feedback about their progress. Instructors can also monitor the progress of their classrooms.Designing a proper evaluation is not an easy task for instructors. It must make sense to students and should be adapted to the way they learn. Students are often quite afraid, stressed and not motivated by evaluations whose main perceived role is to achieve a decent grade to succeed the course. The method presented in this paper follows a competency based assessment approach. Each course’s objectives are described with a list of competencies to get. Students have to prove they master them by passing evaluations ranging from simple quizzes to projects, including missions, codings and oral interviews. Students can choose the assessments to work on, that best suit their own way of learning. They can present them at their own pace.The proposed pedagogical device and associated developed tool are being tested for the first time during this 2019–2020 academic year. It has been proposed to second-year bachelor to master computer science engineering students, on classrooms with between 17 and 34 people. First feedback collected from students is globally positive and engaging, and the system will undergo a more formal and thorough evaluation.",Frontiers in Education Conference,2020.0,6,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/FIE44824.2020.9274207?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/FIE44824.2020.9274207, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],"['JournalArticle', 'Conference']","[{'authorId': '3073894', 'name': 'Sébastien Combéfis'}, {'authorId': '150113470', 'name': 'Guillaume de Moffarts'}]"
3457fcdc399c5f51f755155084de58ac60395fee,"Requirements for Application of the STEM Approach as Perceived by Science, Math and Computer Teachers and their Attitudes towards it","This research aimed to investigate the requirements of the application of the STEM approach in teaching science and mathematics and the teachers’ attitudes towards it. The study used descriptive approach. The study sample consisted of (159) male and female teachers chosen by the random stratified sample method from the study community represented by all science, mathematics and computer teachers in Ajloun Governorate in the academic year 2019/2020. The scale of requirements for applying the STEM approach and teachers’ attitudes towards it was developed; the validity and reliability of the study instrument were verified by appropriate statistical methods. Statistical processing was done using arithmetic means, and the analysis of multiple variance analysis. The results showed that the teachers ‘assessments of the requirements of the STEM approach are all high and above the hypothetical average (75%). “Changing the teaching methods” dimension came in the first place with an arithmetic mean (30, 29), followed by the dimension of “changing the learning goals” with an arithmetic mean (30.15). The third place was for “changing the vision and skills of teachers” dimension with an arithmetic mean (30.13), and the last place was for the domain of “changing the classroom environment” with an arithmetic mean (22.37). It showed that teachers’ attitudes toward STEM teaching are positive and high. And there were no statistically significant differences at the level (0.05) in the male and female teachers’ assessments of the requirements of STEM application and their attitudes towards it. On the other hand, there are statistically significant differences in their estimates according to the phase variable and in favor of the elementary stage. There were statistically significant differences according to the variable of specialization and for the benefit of science and mathematics teachers compared to Computer ones. And in light of the results, the study presented a set of recommendations.","Eurasia Journal of Mathematics, Science and Technology Education",2020.0,10,"{'url': 'https://www.ejmste.com/download/requirements-for-application-of-the-stem-approach-as-perceived-by-science-math-and-computer-teachers-8391.pdf', 'status': 'GOLD', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.29333/ejmste/8391?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.29333/ejmste/8391, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Mathematics'],,"[{'authorId': '2482633', 'name': 'M. Alsmadi'}]"
92c99a3fff5b2114a8e38a26314737e7e25d92b6,Marine plastic debris in Indonesia: Baseline estimates (2010-2019) and monitoring strategies (2021-2025),"Indonesia set the mission to reduce marine plastic debris by 70% between 2018-2025 with a global significance to support the UN Sustainable Development Goal 14.1. This short communication assesses marine debris baseline estimates in Indonesia before 2020 from available contributions and provides recommendations for monitoring marine debris mitigation between 2021-2025. Widely ranging model estimates of plastic debris released into seas highlight the roles of data source, the spatial resolution of models, and in situ data to provide representative baseline values. Recognizing the strengths and uncertainties of available contributions, model outputs converge on a baseline value of 0.52 ± 0.36 million tons (Mt) per year prior to 2020 in Indonesia, therefore setting a targeted reduced number of 0.16 Mt of marine debris releases in 2025. The Indonesian Institute of Sciences showed a preliminary value of plastic debris accumulation in beaches at 113.58 ± 83.88 g/m2 monthly or equivalent to 0.40 Mt/year by assuming plastic debris is most pervasive within 3 meters from Indonesia’s 99,093 km-long coastlines. It is important to distinguish that while river monitoring data informs land-based plastic debris releases, stranded beach debris represents a fraction of debris that is not present in the water column and bottom sediments. Moving forward, monitoring initiatives to mitigate marine debris should leverage on nationwide municipality-level model estimates (e.g., the source to leakage route framework of the National Plastic Action Partnership) as well as in situ river and coastal particularly but not limited to sites co-identified in previous monitoring studies (i.e., Medan, Batam-Bintan, Padang, Jakarta-Seribu Islands, Semarang, Pontianak, Bali, Lombok, Makassar, Manado, Bitung). The latter should be conducted at least seasonally, considering evidence of monsoonal variations of marine debris release and accumulation in Indonesia. Indonesia's vastness and regional diversity require coordination among stakeholders (government agencies, research institutions, universities, NGOs, citizen scientists) to monitor progress in the environments.",Marine Research in Indonesia,2020.0,18,"{'url': 'https://mri.lipi.go.id/index.php/MRI/article/download/581/399', 'status': 'GOLD', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.14203/MRI.V45I2.581?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.14203/MRI.V45I2.581, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Environmental Science'],,"[{'authorId': '26961782', 'name': 'I. Nurhati'}, {'authorId': '51114445', 'name': 'M. Cordova'}]"
