paperId,title,abstract,venue,year,citationCount,openAccessPdf,fieldsOfStudy,publicationTypes,authors
afc2bbabf4c6d30a3a446804606399b78427aa05,2024 Year in Thyroidology: Clinical Science,,VideoEndocrinology™,2024.0,0,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1089/ve.2024.0024?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1089/ve.2024.0024, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,['JournalArticle'],"[{'authorId': '2263031414', 'name': 'Jennifer A Sipos'}]"
fe09748b6c39cb03c312f95442ef1119df32a340,Discovering Computer Science: A High School CS Course Co-developed by College & High School Teachers,"We present a new high school level computer science (CS) curriculum that is a key component of a comprehensive college/high school partnerships program supporting secondary CS education in New York State. The year-long curriculum offers a broad introduction to CS and is designed using best practices for promoting diversity, equity, and inclusion. It was collaboratively designed and implemented by a team of college CS faculty and high school CS teachers participating in a research-practice partnership. This year (AY2023-2024) the curriculum is being taught in 27 school districts representing high-needs, rural, and suburban communities. Preliminary analysis of student data is included.",Technical Symposium on Computer Science Education,2024.0,1,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1145/3626253.3635507?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3626253.3635507, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],"['Book', 'JournalArticle', 'Conference']","[{'authorId': '2291550485', 'name': 'Pauline White'}, {'authorId': '2293914', 'name': 'Robin Y. Flatland'}, {'authorId': '2069149230', 'name': 'James R. Matthews'}, {'authorId': '2291609453', 'name': 'Jesse Moya'}, {'authorId': '2291612217', 'name': 'Kathryn Schiller'}]"
9a73144d63046c00e32ee3fa622ae939ae7c0aed,"Student Project Management System for Monitoring Undergraduate Projects (Case Study of Computer Science Department, University of Ibadan)","The Student Project Management System (SPMS) is a web-based platform designed to optimize the management of final-year projects within the Computer Science Department at the University of Ibadan. SPMS offers a range of tools and functionalities tailored to the needs of students, supervisors and coordinators involved in the project management process. Key features of SPMS include an intuitive interface, proposal submission capabilities, project tracking functionalities, feedback management tools, document organization features, and communication channels between stakeholders. These features foster seamless collaboration, enhance project visibility and streamline administrative workflows. SPMS is developed using HTML, CSS, Bootstrap, PHP, MySQL and Visual Studio Code to ensure robustness, scalability and user-friendliness. The development phases encompasses requirements analysis, system design, implementation, testing and documentation, with a focus on usability, functionality, and reliability. Practically, SPMS enhances project management efficiency within the Computer Science Department, improving project outcomes and student experiences. Keywords: SPMS, CSS, PMBOK, Projects, Students, Assessment, University, Ibadan, Nigeria Journal Reference Format: Abiola, O.A., Saheed, O.O. & Akinola, S.O.(2024): Student Project Management System for Monitoring Undergraduate Projects (Case Study of Computer Science Department, University of Ibadan). Journal of Behavioural Informatics, Digital Humanities and Development Rese Vol. 10 No. 3. Pp 47-56. https://www.isteams.net/behavioralinformaticsjournal dx.doi.org/10.22624/AIMS/BHI/V10N3P3",Advances in Multidisciplinary &amp; Scientific Research Journal Publications,2024.0,0,"{'url': 'https://doi.org/10.22624/aims/bhi/v10n3p3', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.22624/aims/bhi/v10n3p3?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.22624/aims/bhi/v10n3p3, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,['JournalArticle'],"[{'authorId': '2296650323', 'name': 'O. Abiola'}, {'authorId': '2318051748', 'name': 'O. O. Saheed'}, {'authorId': '2300033926', 'name': 'S. O. Akinola'}]"
f582076f3aab89cfdee51cbedacddd7767a9bcd2,AI Generated Code Plagiarism Detection in Computer Science Courses: A Literature Mapping,"This is a full research paper. Integrity in the detection of plagiarism in students' source codes in university programming courses is a research topic for instructors and institutions seeking to improve the quality of their teaching. In particular, introductory courses such as CS1, are of paramount importance, as this is when students gain fundamental knowledge to build their future on. With the latest developments in Large Language Models (LLM) such as ChatGPT, GitHub Copilot, etc., methods of plagiarism have evolved, however methods of detection may not be capable of accurately differentiating between code generated by human and artificial intelligence (AI). In this context, this paper seeks to answer the research question: What does the current literature report on AI generated code plagiarism detection in higher education? To expand on and formulate a comprehensive answer to our research question (RQ), we have formulated six sub-questions: RQ1) How many papers were published per year by country?; RQ2) Which conferences and journals have published most papers on this subject?; RQ3) Which plagiarism detection tools were most often used prior to common AI use?; RQ4) How are educators adapting assignments to minimize the use of AI?; RQ5) Which modern methods are being deployed to specifically detect AI?; RQ6) Which data sources and languages are most prevalent in the literature? The methodology was based on a systematic literature review. Initially, we confined our search for literature to Scopus and Web of Science, however additional literature was included from Google Scholar. Inclusion criteria were applied to include documents from the years 2023 and 2024 (after the launch of ChatGPT), and only published by conferences and journals. Exclusion criteria: papers that do not focus on plagiarism and programming courses; papers that are not about the undergraduate-level; papers not written in English. We found 165 papers via Scopus and WebScience, from which the metadata were collected, resulting in 17 relevant papers selected for this work. The second step was a search in Google Scholar, where we analyzed 200 documents from 2023 (100 relevant documents) and 2024 (100 relevant documents). We used the same inclusion and exclusion criteria, however, we included the ArXiv papers, and found 9 more papers. Following this process, we have identified 26 papers to include in this literary mapping. In this paper we present the answers to these research questions and discussions about this research topic.",Frontiers in Education Conference,2024.0,0,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/FIE61694.2024.10893117?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/FIE61694.2024.10893117, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,"['Conference', 'Review']","[{'authorId': '2347348794', 'name': 'Archer Simmons'}, {'authorId': '2278074175', 'name': 'Maristela Holanda'}, {'authorId': '2278141136', 'name': 'Christiana Chamon'}, {'authorId': '2034224238', 'name': 'Dilma Da Silva'}]"
dc8d197d232f2f61a83a759a6fe58f21e68be308,Empowering Diversity and Innovation: Jyotika Athavale Led the Charge This Year as 2024 IEEE Computer Society President,,Computer,2024.0,0,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/mc.2024.3471028?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/mc.2024.3471028, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],['JournalArticle'],"[{'authorId': '2294478406', 'name': 'Jyotika Athavale'}, {'authorId': '2296728972', 'name': 'Shivam'}]"
b093c36ca22964ba3ef36cd4d6e84432505fe0c0,The Influence of Using Canva Media on Science Learning Outcomes in Class V of SDN 3 Rempek in the 2023/2024 Academic Year,"This research aims to determine the effect of Canva media on science and science cognitive learning outcomes in food chain material in class V at SDN 3 Rempek. This research was carried out at SDN 3 Rempek on class V students of SDN 3 Rempek for the 2023/2024 academic year with a population of 14 students. Sampling was carried out using a saturated sampling technique. The total sample of 14 students was used as one experimental class. This research is pre-experimental research with a One Group Pretest-Posttest Design. Data collection techniques are observation, interviews, documentation and learning outcomes tests. Data collected through science and science cognitive learning results were tested for normality, homogeneity and hypothesis testing, t-test (paired sample T-test). The results of this research are: there is an influence of Canva media on cognitive science learning outcomes in food chain material in class V SDN 3 Rempek based on the results of data analysis, the average pretest score is 64.28 from 14 students with a KKM of 70, that is, there are 9 who got a score of 45-65. students can be categorized as low while scores of 70-85 are 5 students who can be categorized as high scores. Based on the posttest results after applying Canva media, the average is 75.35. From the score of 60-65 consisting of 3 students, it can be said to be a low score, while the score of 70-90 consists of 11 students, it is said to be the highest score. The difference between the pretest and posttest scores is 11. 07 then the posttest score is higher than the pretest. The results of hypothesis testing with the T-test (Paired Sample t-Test) have a 2-tailed sig value of 0.000<0.05, so it can be stated that there is a real difference between the science and science cognitive learning results for food chain material in the pretest value and the posttest value. The results of calculating the T-table using T-count are -4.954>1.782 with a significance level of 0.05. It can be stated that Ha is accepted and Ho is rejected. The application of the Canva media has an influence on the science learning outcomes of food chain material. So, the application of Canva media can have a significant influence on the cognitive learning outcomes of science and science on food chain material in class V SDN 3 Rempek so that Canva media provides interest, interest, motivation, learning outcomes, focus, concentration and understanding of the concept of the material.    ",JUPE : Jurnal Pendidikan Mandala,2024.0,0,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.58258/jupe.v9i2.7070?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.58258/jupe.v9i2.7070, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,['JournalArticle'],"[{'authorId': '2325047757', 'name': 'Nobi Abandi'}, {'authorId': '2325007541', 'name': 'Rusman Hadi'}, {'authorId': '2324975098', 'name': 'Ana Mulyono'}]"
91788b611082ef1092e0b2d94a6211cb9667e27f,Science in 2024: what to expect this year,,Nature,2024.0,1,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: This paper's abstract has been elided by the publisher. Paper or abstract available at https://api.unpaywall.org/v2/10.1038/d41586-024-00003-0?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1038/d41586-024-00003-0, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",['Medicine'],"['News', 'JournalArticle']","[{'authorId': '2277621850', 'name': 'Noah Baker'}, {'authorId': '2190166972', 'name': 'Miryam Naddaf'}]"
3eadd137773fd1f066ed9f971c4d0e5e8fb8690d,Connecting the Computer Science Teachers Association (CSTA) Western Chapters,"This BOF is for Computer Science Teachers Association (CSTA) chapter leaders and participants from Oregon, Washington, California, and Nevada (the CSTA Western region) to come together, explore ideas for connecting and strengthening our chapters, and discuss possible opportunities for regional cooperation across chapters, such as a western regional conference. Our goals for this BOF are to build and strengthen relationships with other chapter leaders and members, share best practices from our chapters, and scope possible areas of cooperation. We'll document our shared learnings and write up a report to be sent to all regional chapters and the CSTA leadership, with the possibility of presenting our findings at the 2024 CSTA Chapter Leadership Summit to support other regions in developing similar models of regional cooperation. After a brief introduction, we'll engage in a jigsaw/networking activity, designed to get participants to know others from different CSTA chapters and to share expertise and experiences across these communities. We'll then have a structured, group discussion regarding the value and feasibility of a regional conference within the context of the goals and activities of local chapters and the national organization. We intend to include on line attendees in order to support K-12 teachers who are unable to attend conferences during a school year in person. CSTA is an organization run by teachers, for teachers. Our goal is to continue to grow the CS community to ensure every educator has a home. Learn more at https://csteachers.org/.",Technical Symposium on Computer Science Education,2024.0,0,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1145/3626253.3635370?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3626253.3635370, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],"['JournalArticle', 'Book', 'Conference']","[{'authorId': '36080687', 'name': 'Lauren J. Bricker'}, {'authorId': '2291833507', 'name': 'Randy Macdonald'}, {'authorId': '2291819197', 'name': 'Sean Glantz'}]"
a006bb4c80f7a2ce6d422772eb863e7e1bf5edd8,Evaluation of Science Implementation in Mechanical Engineering Design Curriculum Class 2A State Polytechnic of Jakarta Pekalongan City Campus Academic Year 2023/2024,"The influence of science in mechanical engineering design is very significant. Science provides a foundation of in-depth knowledge of the principles of physics, mathematics, and chemistry that are used to design efficient and innovative machines. The method used is a quantitative method with descriptive statistics. This method is an approach to research that focuses on data collection and data analysis based on numbers or quantities. From the method presented, it can be concluded that this method can make it easier to make better decisions based on structured numerical information. The results of this research refer to 3 parameters, namely kurtosis value, maximum value and minimum value. several other parameters are also displayed such as mean value, standard error, median, mode, standard deviation, sample variance, skewness, range, sum and count. It can be concluded from this study that the data does not have a normal distribution because the kurtosis number is not 0. Based on the data descriptive statistics, the maximum valuein this study is 31, the minimum value in this study is 20.",Engineering and Technology International Journal,2024.0,2,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.55642/eatij.v6i02.730?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.55642/eatij.v6i02.730, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,['JournalArticle'],"[{'authorId': '2089717217', 'name': 'F. Dewadi'}, {'authorId': '2317865136', 'name': 'Supriyadi Supriyadi'}, {'authorId': '2317364697', 'name': 'Abel Raffi Putra Sulaiman'}, {'authorId': '1678291870', 'name': 'Muhamad Taufik Ulhakim'}]"
461dc2dc3b466fabb22926833bbabd59f2b567e0,Secondary School – Higher Education Institution Continuity on the Example of Teaching Computer Science and Information Technology,"The problem of continuity at different levels of education is not new for pedagogy, teaching individual disciplines, including computer science and information technology. It is impossible not to take into account that information technologies are an independent discipline, a means through which the transformation of school and university education has been taking place in recent decades. The content of informatics at school and university should to a certain extent correspond to the level of science development and the requirements of society. The variety of digital tools and the ubiquitous availability of information create huge opportunities for their creative use within their discipline, related natural science subjects, and in various other spheres of human activity. Based on a comparative analysis, the article draws conclusions about the problems faced by both domestic and foreign specialists in the field of education. The article analyzes the strengths and weaknesses, opportunities and problems of the school and university education systems in Russia and abroad, and considers their relationship. It is substantiated that the lack of consistency and discreteness in the process of teaching computer science and information technology at school lead to a discrepancy between the training of school graduates and the requirements for the basic knowledge of first-year university students. The article presents the results of the analysis of basic curricula at school (in the field of computer science) and curricula in the preparation of future computer science teachers at the university (using the Transbaikal State University as an example). The authors analyze the results of diagnostic testing, which was conducted with first-year students of the Transbaikal State University in September 2023/2024, in order to monitor their existing knowledge and skills in the field of computer science. The article suggests ways to solve the problem of secondary school – higher education institution continuity in the field of computer science. The results of the study can be used in the preparation of future computer science teachers in higher educational institutions. Keywords: continuity of education, lifelong education, computer science and educational technologies, information competence, computer literacy",Scholarly Notes of Transbaikal State University Series Pedagogical Sciences,2024.0,0,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.21209/2658-7114-2024-19-3-123-133?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.21209/2658-7114-2024-19-3-123-133, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,['JournalArticle'],"[{'authorId': '91388570', 'name': 'N. N. Zamoshnikova'}, {'authorId': '1582076743', 'name': 'E. I. Kholmogorova'}]"
