paper_id,title,authors,year,venue,url
d175ce7d7fb11932b31919b022e5be6f1757217c,The microarchitecture of superscalar processors,James E. Smith; G. Sohi,1995,Proceedings of the IEEE,https://www.semanticscholar.org/paper/d175ce7d7fb11932b31919b022e5be6f1757217c
9d32af1f31f4ded4e3d121dadd963612b30b74a5,Advanced resource management: A hands-on master course in HPC and cloud computing,Lucía Pons; S. Petit; J. Sahuquillo,2025,J. Parallel Distributed Comput.,https://www.semanticscholar.org/paper/9d32af1f31f4ded4e3d121dadd963612b30b74a5
abae3e403166212ac3233d5cfc3d13e8d73b59e9,Polaris 23: a high throughput neuromorphic processing element by RISC-V customized instruction extension for spiking neural network (RV-SNN 2.0) and SIMD-style implementation of LIF model with backpropagation STDP,Di Zhao; Jixiang Zong; Jiulong Wang; Guirun Li; Ruopu Wu,2025,Journal of Supercomputing,https://www.semanticscholar.org/paper/abae3e403166212ac3233d5cfc3d13e8d73b59e9
96386979e6befa2f5bb365d778d8fd9c299b657c,Against the Current: Introducing Reversibility to Superscalar Processors via Reversible Branch Predictors,Byron Gregg; Christof Teuscher,2024,International Green and Sustainable Computing Conference,https://www.semanticscholar.org/paper/96386979e6befa2f5bb365d778d8fd9c299b657c
1fb80c14448bc290335f226383fdc2aa89c4b775,Multi-Issue Butterfly Architecture for Sparse Convex Quadratic Programming,Maolin Wang; Ian McInerney; Bartolomeo Stellato; Fengbin Tu; Stephen Boyd; Hayden Kwok-Hay So; Kwang-Ting Cheng,2024,Micro,https://www.semanticscholar.org/paper/1fb80c14448bc290335f226383fdc2aa89c4b775
7168a682f519bb2e5e59e3b1af5c850657cd9e2e,A High-Frequency Load-Store Queue with Speculative Allocations for High-Level Synthesis,Robert Szafarczyk; S. Nabi; W. Vanderbauwhede,2023,International Conference on Field-Programmable Technology,https://www.semanticscholar.org/paper/7168a682f519bb2e5e59e3b1af5c850657cd9e2e
399d067c0da5472b126ac6336ccf4269ee4adae1,An FPGA-Based High-Performance Stateful Packet Processing Method,Rui Lu; Zhichuan Guo,2023,Micromachines,https://www.semanticscholar.org/paper/399d067c0da5472b126ac6336ccf4269ee4adae1
24a3f79feb21c30cc5ab45f9590c27301b9b8800,Semi-static Conditions in Low-latency C++ for High Frequency Trading: Better than Branch Prediction Hints,Paul Bilokon; Maximilian Lucuta; Erez Shermer,2023,arXiv.org,https://www.semanticscholar.org/paper/24a3f79feb21c30cc5ab45f9590c27301b9b8800
857a637ca03353af8628cb49de554b62b2f26079,Buffer Allocation for Exposed Datapath Architectures,Anoop Bhagyanath; K. Schneider,2022,International Symposium on Embedded Multicore/Many-core Systems-on-Chip,https://www.semanticscholar.org/paper/857a637ca03353af8628cb49de554b62b2f26079
2a223fb44418080b49020dc300098c17820efbf3,A Cycle-accurate Template Microprocessor Model of a Von Neumann Architecture Based on SystemC,Lubomir Bogdanov; R. Ivanov,2022,2022 XXXI International Scientific Conference Electronics (ET),https://www.semanticscholar.org/paper/2a223fb44418080b49020dc300098c17820efbf3
07caf8168591f8598cd9aee06b49971f88e06ba5,Sectored DRAM: A Practical Energy-Efficient and High-Performance Fine-Grained DRAM Architecture,Ataberk Olgun; F. N. Bostanci; Geraldo F. Oliveira; Yahya Can Tugrul; Rahul Bera; A. G. Yaglikçi; Hasan Hassan; Oğuz Ergin; Onur Mutlu,2022,ACM Transactions on Architecture and Code Optimization (TACO),https://www.semanticscholar.org/paper/07caf8168591f8598cd9aee06b49971f88e06ba5
ce8e7cd028bdab9edf7aa6beb1f9de4aeea214fd,Combining the Forwarding with Delay Slots Operations to Avoid the Branch Misprediction Penalty in Superscalar Processors,Ali Hudoud,2021,مجلة الجامعة الأسمرية: العلوم التطبيقية,https://www.semanticscholar.org/paper/ce8e7cd028bdab9edf7aa6beb1f9de4aeea214fd
5960a70f98729785412fe3e1ba2b184b0715c664,Adaptable Register File Organization for Vector Processors,Cristóbal Ramírez Lazo; Enrico Reggiani; C. Morales; R. F. Bagué; L. A. V. Vargas; M. A. R. Salinas; M. Cortés; O. Unsal; A. Cristal,2021,International Symposium on High-Performance Computer Architecture,https://www.semanticscholar.org/paper/5960a70f98729785412fe3e1ba2b184b0715c664
41c7dcf12b97f88b1b7df3174087d47b8eb9b831,Approximate trivial instructions,Zayan Shaikh; E. Atoofian,2020,ACM International Conference on Computing Frontiers,https://www.semanticscholar.org/paper/41c7dcf12b97f88b1b7df3174087d47b8eb9b831
ceb68e529866225f5ae186b24d23c1e44e731dcc,Advanced Speculation to Increase the Performance of Superscalar Processors. (Spéculation Avancée pour Augmenter Les Performances des Processeurs Superscalaires),Kleovoulos Kalaitzidis,2020,,https://www.semanticscholar.org/paper/ceb68e529866225f5ae186b24d23c1e44e731dcc
